category,game_id,season,date,home,away,home_score,away_score,winner_srdiff,margin,mov_multiplier_neutral,sr_multiplier_lead
winner lost Success Rate (SRDiff_winner < 0),322450103,2012,2012-09-01,Boston College,Miami (FL),32,41,-0.0773,9,2.303,0.75
winner lost Success Rate (SRDiff_winner < 0),322450150,2012,2012-09-01,Duke,FIU,46,26,-0.0849,20,3.045,0.75
winner lost Success Rate (SRDiff_winner < 0),322450183,2012,2012-09-01,Syracuse,Northwestern,41,42,-0.0058,1,0.693,1.0
winner lost Success Rate (SRDiff_winner < 0),322450356,2012,2012-09-01,Illinois,Western Michigan,24,7,-0.031,17,2.89,0.832
winner lost Success Rate (SRDiff_winner < 0),322452655,2012,2012-09-02,Tulane,Rutgers,12,24,-0.0008,12,2.565,1.0
winner lost Success Rate (SRDiff_winner < 0),322460097,2012,2012-09-02,Louisville,Kentucky,32,14,-0.0068,18,2.944,1.0
winner lost Success Rate (SRDiff_winner < 0),322470259,2012,2012-09-04,Virginia Tech,Georgia Tech,20,17,-0.001,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),322502132,2012,2012-09-07,Cincinnati,Pittsburgh,34,10,-0.0855,24,3.219,0.75
winner lost Success Rate (SRDiff_winner < 0),322520008,2012,2012-09-08,Arkansas,ULM,31,34,-0.0612,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),322520041,2012,2012-09-08,UConn,NC State,7,10,-0.0059,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),322520142,2012,2012-09-08,Missouri,Georgia,20,41,-0.0591,21,3.091,0.75
winner lost Success Rate (SRDiff_winner < 0),322520183,2012,2012-09-08,Syracuse,USC,29,42,-0.0598,13,2.639,0.75
winner lost Success Rate (SRDiff_winner < 0),322520189,2012,2012-09-08,Bowling Green,Idaho,21,13,-0.0678,8,2.197,0.75
winner lost Success Rate (SRDiff_winner < 0),322522440,2012,2012-09-08,Nevada,South Florida,31,32,-0.0342,1,0.693,0.806
winner lost Success Rate (SRDiff_winner < 0),322522579,2012,2012-09-08,South Carolina,East Carolina,48,10,-0.2017,38,3.664,0.75
winner lost Success Rate (SRDiff_winner < 0),322522653,2012,2012-09-08,Troy,Louisiana,24,37,-0.1213,13,2.639,0.75
winner lost Success Rate (SRDiff_winner < 0),322522751,2012,2012-09-08,Wyoming,Toledo,31,34,-0.129,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),322520012,2012,2012-09-09,Arizona,Oklahoma State,59,38,-0.0575,21,3.091,0.75
winner lost Success Rate (SRDiff_winner < 0),322520251,2012,2012-09-09,Texas,New Mexico,45,0,-0.0103,45,3.829,0.998
winner lost Success Rate (SRDiff_winner < 0),322570058,2012,2012-09-13,South Florida,Rutgers,13,23,-0.0317,10,2.398,0.826
winner lost Success Rate (SRDiff_winner < 0),322590135,2012,2012-09-15,Minnesota,Western Michigan,28,23,-0.094,5,1.792,0.75
winner lost Success Rate (SRDiff_winner < 0),322590142,2012,2012-09-15,Missouri,Arizona State,24,20,-0.0265,4,1.609,0.868
winner lost Success Rate (SRDiff_winner < 0),322590194,2012,2012-09-15,Ohio State,California,35,28,-0.0834,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),322590221,2012,2012-09-15,Pittsburgh,Virginia Tech,35,17,-0.0587,18,2.944,0.75
winner lost Success Rate (SRDiff_winner < 0),322590276,2012,2012-09-15,Marshall,Ohio,24,27,-0.0653,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),322590349,2012,2012-09-15,Army,Northern Illinois,40,41,-0.0175,1,0.693,0.94
winner lost Success Rate (SRDiff_winner < 0),322592567,2012,2012-09-15,SMU,Texas A&M,3,48,-0.0722,45,3.829,0.75
winner lost Success Rate (SRDiff_winner < 0),322592579,2012,2012-09-15,South Carolina,UAB,49,6,-0.0198,43,3.784,0.921
winner lost Success Rate (SRDiff_winner < 0),322592633,2012,2012-09-15,Tennessee,Florida,20,37,-0.0187,17,2.89,0.93
winner lost Success Rate (SRDiff_winner < 0),322592653,2012,2012-09-15,Troy,Mississippi State,24,30,-0.2136,6,1.946,0.75
winner lost Success Rate (SRDiff_winner < 0),322590254,2012,2012-09-16,Utah,BYU,24,21,-0.1197,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),322590275,2012,2012-09-16,Wisconsin,Utah State,16,14,-0.0121,2,1.099,0.984
winner lost Success Rate (SRDiff_winner < 0),322640068,2012,2012-09-21,Boise State,BYU,7,6,-0.1108,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),322652433,2012,2012-09-22,ULM,Baylor,42,47,-0.019,5,1.792,0.928
winner lost Success Rate (SRDiff_winner < 0),322660008,2012,2012-09-22,Arkansas,Rutgers,26,35,-0.0092,9,2.303,1.0
winner lost Success Rate (SRDiff_winner < 0),322660070,2012,2012-09-22,Idaho,Wyoming,37,40,-0.1975,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),322660087,2012,2012-09-22,Notre Dame,Michigan,13,6,-0.0931,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),322660193,2012,2012-09-22,Miami (OH),Massachusetts,27,16,-0.0983,11,2.485,0.75
winner lost Success Rate (SRDiff_winner < 0),322660201,2012,2012-09-22,Oklahoma,Kansas State,19,24,-0.1067,5,1.792,0.75
winner lost Success Rate (SRDiff_winner < 0),322660249,2012,2012-09-22,North Texas,Troy,7,14,-0.0442,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),322662050,2012,2012-09-22,Ball State,South Florida,31,27,-0.0564,4,1.609,0.75
winner lost Success Rate (SRDiff_winner < 0),322662229,2012,2012-09-22,FIU,Louisville,21,28,-0.0785,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),322662711,2012,2012-09-22,Western Michigan,UConn,30,24,-0.0859,6,1.946,0.75
winner lost Success Rate (SRDiff_winner < 0),322660021,2012,2012-09-23,San Diego State,San Jose State,34,38,-0.0708,4,1.609,0.75
winner lost Success Rate (SRDiff_winner < 0),322660135,2012,2012-09-23,Minnesota,Syracuse,17,10,-0.0062,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),322660166,2012,2012-09-23,New Mexico State,New Mexico,14,27,-0.0301,13,2.639,0.839
winner lost Success Rate (SRDiff_winner < 0),322660202,2012,2012-09-23,Tulsa,Fresno State,27,26,-0.0918,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),322660356,2012,2012-09-23,Illinois,Louisiana Tech,24,52,-0.0749,28,3.367,0.75
winner lost Success Rate (SRDiff_winner < 0),322662439,2012,2012-09-23,UNLV,Air Force,38,35,-0.0079,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),322730059,2012,2012-09-29,Georgia Tech,Middle Tennessee,28,49,-0.09,21,3.091,0.75
winner lost Success Rate (SRDiff_winner < 0),322730197,2012,2012-09-29,Oklahoma State,Texas,36,41,-0.0485,5,1.792,0.75
winner lost Success Rate (SRDiff_winner < 0),322730258,2012,2012-09-29,Virginia,Louisiana Tech,38,44,-0.0132,6,1.946,0.975
winner lost Success Rate (SRDiff_winner < 0),322732005,2012,2012-09-29,Air Force,Colorado State,42,21,-0.0611,21,3.091,0.75
winner lost Success Rate (SRDiff_winner < 0),322732006,2012,2012-09-29,Akron,Miami (OH),49,56,-0.0137,7,2.079,0.97
winner lost Success Rate (SRDiff_winner < 0),322732116,2012,2012-09-29,UCF,Missouri,16,21,-0.0338,5,1.792,0.809
winner lost Success Rate (SRDiff_winner < 0),322732132,2012,2012-09-29,Cincinnati,Virginia Tech,27,24,-0.0305,3,1.386,0.836
winner lost Success Rate (SRDiff_winner < 0),322732226,2012,2012-09-29,FAU,North Texas,14,20,-0.0404,6,1.946,0.757
winner lost Success Rate (SRDiff_winner < 0),322732309,2012,2012-09-29,Kent State,Ball State,45,43,-0.075,2,1.099,0.75
winner lost Success Rate (SRDiff_winner < 0),322732390,2012,2012-09-29,Miami (FL),NC State,44,37,-0.1222,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),322732509,2012,2012-09-29,Purdue,Marshall,51,41,-0.1472,10,2.398,0.75
winner lost Success Rate (SRDiff_winner < 0),322732567,2012,2012-09-29,SMU,TCU,16,24,-0.0404,8,2.197,0.757
winner lost Success Rate (SRDiff_winner < 0),322730333,2012,2012-09-30,Alabama,Ole Miss,33,14,-0.0909,19,2.996,0.75
winner lost Success Rate (SRDiff_winner < 0),322800024,2012,2012-10-06,Stanford,Arizona,54,48,-0.0312,6,1.946,0.831
winner lost Success Rate (SRDiff_winner < 0),322800070,2012,2012-10-06,Idaho,New Mexico State,26,18,-0.0175,8,2.197,0.94
winner lost Success Rate (SRDiff_winner < 0),322800120,2012,2012-10-06,Maryland,Wake Forest,19,14,-0.0115,5,1.792,0.988
winner lost Success Rate (SRDiff_winner < 0),322800150,2012,2012-10-06,Duke,Virginia,42,17,-0.1794,25,3.258,0.75
winner lost Success Rate (SRDiff_winner < 0),322800195,2012,2012-10-06,Ohio,Buffalo,38,31,-0.1607,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),322800218,2012,2012-10-06,Temple,South Florida,37,28,-0.0626,9,2.303,0.75
winner lost Success Rate (SRDiff_winner < 0),322802005,2012,2012-10-06,Air Force,Navy,21,28,-0.0342,7,2.079,0.806
winner lost Success Rate (SRDiff_winner < 0),322802050,2012,2012-10-06,Ball State,Northern Illinois,23,35,-0.0518,12,2.565,0.75
winner lost Success Rate (SRDiff_winner < 0),322802132,2012,2012-10-06,Cincinnati,Miami (OH),52,14,-0.0021,38,3.664,1.0
winner lost Success Rate (SRDiff_winner < 0),322802393,2012,2012-10-06,Middle Tennessee,ULM,17,31,-0.1337,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),322802628,2012,2012-10-06,TCU,Iowa State,23,37,-0.1287,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),322800152,2012,2012-10-07,NC State,Florida State,17,16,-0.0661,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),322870026,2012,2012-10-13,UCLA,Utah,21,14,-0.057,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),322870127,2012,2012-10-13,Michigan State,Iowa,16,19,-0.0318,3,1.386,0.826
winner lost Success Rate (SRDiff_winner < 0),322870135,2012,2012-10-13,Minnesota,Northwestern,13,21,-0.0251,8,2.197,0.879
winner lost Success Rate (SRDiff_winner < 0),322870164,2012,2012-10-13,Rutgers,Syracuse,23,15,-0.0613,8,2.197,0.75
winner lost Success Rate (SRDiff_winner < 0),322870221,2012,2012-10-13,Pittsburgh,Louisville,35,45,-0.0924,10,2.398,0.75
winner lost Success Rate (SRDiff_winner < 0),322870238,2012,2012-10-13,Vanderbilt,Florida,17,31,-0.0211,14,2.708,0.912
winner lost Success Rate (SRDiff_winner < 0),322870239,2012,2012-10-13,Baylor,TCU,21,49,-0.0276,28,3.367,0.859
winner lost Success Rate (SRDiff_winner < 0),322870252,2012,2012-10-13,BYU,Oregon State,24,42,-0.0866,18,2.944,0.75
winner lost Success Rate (SRDiff_winner < 0),322870258,2012,2012-10-13,Virginia,Maryland,20,27,-0.1417,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),322870259,2012,2012-10-13,Virginia Tech,Duke,41,20,-0.016,21,3.091,0.952
winner lost Success Rate (SRDiff_winner < 0),322870264,2012,2012-10-13,Washington,USC,14,24,-0.0369,10,2.398,0.785
winner lost Success Rate (SRDiff_winner < 0),322870349,2012,2012-10-13,Army,Kent State,17,31,-0.0824,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),322872751,2012,2012-10-13,Wyoming,Air Force,27,28,-0.1215,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),322870344,2012,2012-10-14,Mississippi State,Tennessee,41,31,-0.0714,10,2.398,0.75
winner lost Success Rate (SRDiff_winner < 0),322872116,2012,2012-10-14,UCF,Southern Miss,38,31,-0.0013,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),322872348,2012,2012-10-14,Louisiana Tech,Texas A&M,57,59,-0.0294,2,1.099,0.845
winner lost Success Rate (SRDiff_winner < 0),322920009,2012,2012-10-19,Arizona State,Oregon,21,43,-0.068,22,3.135,0.75
winner lost Success Rate (SRDiff_winner < 0),322940057,2012,2012-10-20,Florida,South Carolina,44,11,-0.0436,33,3.526,0.75
winner lost Success Rate (SRDiff_winner < 0),322940120,2012,2012-10-20,Maryland,NC State,18,20,-0.0849,2,1.099,0.75
winner lost Success Rate (SRDiff_winner < 0),322940130,2012,2012-10-20,Michigan,Michigan State,12,10,-0.0667,2,1.099,0.75
winner lost Success Rate (SRDiff_winner < 0),322940150,2012,2012-10-20,Duke,North Carolina,33,30,-0.0455,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),322940202,2012,2012-10-20,Tulsa,Rice,28,24,-0.0706,4,1.609,0.75
winner lost Success Rate (SRDiff_winner < 0),322940228,2012,2012-10-20,Clemson,Virginia Tech,38,17,-0.0534,21,3.091,0.75
winner lost Success Rate (SRDiff_winner < 0),322940245,2012,2012-10-20,Texas A&M,LSU,19,24,-0.0881,5,1.792,0.75
winner lost Success Rate (SRDiff_winner < 0),322942084,2012,2012-10-20,Buffalo,Pittsburgh,6,20,-0.0207,14,2.708,0.914
winner lost Success Rate (SRDiff_winner < 0),322942309,2012,2012-10-20,Kent State,Western Michigan,41,24,-0.064,17,2.89,0.75
winner lost Success Rate (SRDiff_winner < 0),322942426,2012,2012-10-20,Navy,Indiana,31,30,-0.1408,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),322942628,2012,2012-10-20,TCU,Texas Tech,53,56,-0.1113,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),322942653,2012,2012-10-20,Troy,FIU,38,37,-0.067,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),322940012,2012,2012-10-21,Arizona,Washington,52,17,-0.018,35,3.584,0.936
winner lost Success Rate (SRDiff_winner < 0),322940251,2012,2012-10-21,Texas,Baylor,56,50,-0.0795,6,1.946,0.75
winner lost Success Rate (SRDiff_winner < 0),322942440,2012,2012-10-21,Nevada,San Diego State,38,39,-0.0443,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),322942638,2012,2012-10-21,UTEP,Tulane,24,20,-0.0735,4,1.609,0.75
winner lost Success Rate (SRDiff_winner < 0),323010009,2012,2012-10-27,Arizona State,UCLA,43,45,-0.0071,2,1.099,1.0
winner lost Success Rate (SRDiff_winner < 0),323010024,2012,2012-10-27,Stanford,Washington State,24,17,-0.1105,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),323010061,2012,2012-10-27,Georgia,Florida,17,9,-0.0958,8,2.197,0.75
winner lost Success Rate (SRDiff_winner < 0),323010066,2012,2012-10-27,Iowa State,Baylor,35,21,-0.0546,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),323010077,2012,2012-10-27,Northwestern,Iowa,28,17,-0.0078,11,2.485,1.0
winner lost Success Rate (SRDiff_winner < 0),323010164,2012,2012-10-27,Rutgers,Kent State,23,35,-0.102,12,2.565,0.75
winner lost Success Rate (SRDiff_winner < 0),323010193,2012,2012-10-27,Miami (OH),Ohio,23,20,-0.0035,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),323010248,2012,2012-10-27,Houston,UTEP,45,35,-0.1047,10,2.398,0.75
winner lost Success Rate (SRDiff_winner < 0),323010356,2012,2012-10-27,Illinois,Indiana,17,31,-0.1987,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),323012117,2012,2012-10-27,Central Michigan,Akron,35,14,-0.0174,21,3.091,0.941
winner lost Success Rate (SRDiff_winner < 0),323012393,2012,2012-10-27,Middle Tennessee,North Texas,38,21,-0.0147,17,2.89,0.962
winner lost Success Rate (SRDiff_winner < 0),323012579,2012,2012-10-27,South Carolina,Tennessee,38,35,-0.0501,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),323012711,2012,2012-10-27,Western Michigan,Northern Illinois,34,48,-0.1742,14,2.708,0.75
winner lost Success Rate (SRDiff_winner < 0),323010201,2012,2012-10-28,Oklahoma,Notre Dame,13,30,-0.0736,17,2.89,0.75
winner lost Success Rate (SRDiff_winner < 0),323010264,2012,2012-10-28,Washington,Oregon State,20,17,-0.0528,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),323060195,2012,2012-11-01,Ohio,Eastern Michigan,45,14,-0.0134,31,3.466,0.973
winner lost Success Rate (SRDiff_winner < 0),323062390,2012,2012-11-01,Miami (FL),Virginia Tech,30,12,-0.0993,18,2.944,0.75
winner lost Success Rate (SRDiff_winner < 0),323060098,2012,2012-11-02,Western Kentucky,Middle Tennessee,29,34,-0.1403,5,1.792,0.75
winner lost Success Rate (SRDiff_winner < 0),323070025,2012,2012-11-03,California,Washington,13,21,-0.0051,8,2.197,1.0
winner lost Success Rate (SRDiff_winner < 0),323080006,2012,2012-11-03,South Alabama,FIU,20,28,-0.0537,8,2.197,0.75
winner lost Success Rate (SRDiff_winner < 0),323080008,2012,2012-11-03,Arkansas,Tulsa,19,15,-0.0226,4,1.609,0.899
winner lost Success Rate (SRDiff_winner < 0),323080057,2012,2012-11-03,Florida,Missouri,14,7,-0.0802,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),323080058,2012,2012-11-03,South Florida,UConn,13,6,-0.0212,7,2.079,0.91
winner lost Success Rate (SRDiff_winner < 0),323080276,2012,2012-11-03,Marshall,Memphis,38,28,-0.0099,10,2.398,1.0
winner lost Success Rate (SRDiff_winner < 0),323080277,2012,2012-11-03,West Virginia,TCU,38,39,-0.046,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),323082132,2012,2012-11-03,Cincinnati,Syracuse,35,24,-0.0302,11,2.485,0.838
winner lost Success Rate (SRDiff_winner < 0),323082309,2012,2012-11-03,Kent State,Akron,35,24,-0.0556,11,2.485,0.75
winner lost Success Rate (SRDiff_winner < 0),323082426,2012,2012-11-03,Navy,FAU,24,17,-0.0529,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),323080204,2012,2012-11-04,Oregon State,Arizona State,36,26,-0.0442,10,2.398,0.75
winner lost Success Rate (SRDiff_winner < 0),323082306,2012,2012-11-04,Kansas State,Oklahoma State,44,30,-0.0211,14,2.708,0.911
winner lost Success Rate (SRDiff_winner < 0),323150021,2012,2012-11-10,San Diego State,Air Force,28,9,-0.0247,19,2.996,0.883
winner lost Success Rate (SRDiff_winner < 0),323150030,2012,2012-11-10,USC,Arizona State,38,17,-0.0309,21,3.091,0.833
winner lost Success Rate (SRDiff_winner < 0),323150057,2012,2012-11-10,Florida,Louisiana,27,20,-0.0426,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),323150153,2012,2012-11-10,North Carolina,Georgia Tech,50,68,-0.031,18,2.944,0.832
winner lost Success Rate (SRDiff_winner < 0),323150164,2012,2012-11-10,Rutgers,Army,28,7,-0.0612,21,3.091,0.75
winner lost Success Rate (SRDiff_winner < 0),323150167,2012,2012-11-10,New Mexico,Wyoming,23,28,-0.0882,5,1.792,0.75
winner lost Success Rate (SRDiff_winner < 0),323150183,2012,2012-11-10,Syracuse,Louisville,45,26,-0.0399,19,2.996,0.761
winner lost Success Rate (SRDiff_winner < 0),323150197,2012,2012-11-10,Oklahoma State,West Virginia,55,34,-0.0083,21,3.091,1.0
winner lost Success Rate (SRDiff_winner < 0),323150249,2012,2012-11-10,North Texas,South Alabama,24,14,-0.1588,10,2.398,0.75
winner lost Success Rate (SRDiff_winner < 0),323150258,2012,2012-11-10,Virginia,Miami (FL),41,40,-0.0674,1,0.693,0.75
winner lost Success Rate (SRDiff_winner < 0),323150333,2012,2012-11-10,Alabama,Texas A&M,24,29,-0.0144,5,1.792,0.965
winner lost Success Rate (SRDiff_winner < 0),323152084,2012,2012-11-10,Buffalo,Western Michigan,29,24,-0.0853,5,1.792,0.75
winner lost Success Rate (SRDiff_winner < 0),323152199,2012,2012-11-10,Eastern Michigan,Central Michigan,31,34,-0.0474,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),323152579,2012,2012-11-10,South Carolina,Arkansas,38,20,-0.0108,18,2.944,0.993
winner lost Success Rate (SRDiff_winner < 0),323152633,2012,2012-11-10,Tennessee,Missouri,48,51,-0.1234,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),323150099,2012,2012-11-11,LSU,Mississippi State,37,17,-0.0323,20,3.045,0.822
winner lost Success Rate (SRDiff_winner < 0),323150145,2012,2012-11-11,Ole Miss,Vanderbilt,26,27,-0.0022,1,0.693,1.0
winner lost Success Rate (SRDiff_winner < 0),323150235,2012,2012-11-11,Memphis,Tulane,37,23,-0.0233,14,2.708,0.893
winner lost Success Rate (SRDiff_winner < 0),323152440,2012,2012-11-11,Nevada,Fresno State,36,52,-0.0333,16,2.833,0.814
winner lost Success Rate (SRDiff_winner < 0),323152628,2012,2012-11-11,TCU,Kansas State,10,23,-0.1132,13,2.639,0.75
winner lost Success Rate (SRDiff_winner < 0),323220006,2012,2012-11-17,South Alabama,Middle Tennessee,12,20,-0.0423,8,2.197,0.75
winner lost Success Rate (SRDiff_winner < 0),323220026,2012,2012-11-17,UCLA,USC,38,28,-0.0029,10,2.398,1.0
winner lost Success Rate (SRDiff_winner < 0),323220070,2012,2012-11-17,Idaho,UTSA,27,34,-0.0734,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),323220127,2012,2012-11-17,Michigan State,Northwestern,20,23,-0.0464,3,1.386,0.75
winner lost Success Rate (SRDiff_winner < 0),323220189,2012,2012-11-17,Bowling Green,Kent State,24,31,-0.0347,7,2.079,0.802
winner lost Success Rate (SRDiff_winner < 0),323220197,2012,2012-11-17,Oklahoma State,Texas Tech,59,21,-0.0441,38,3.664,0.75
winner lost Success Rate (SRDiff_winner < 0),323220356,2012,2012-11-17,Illinois,Purdue,17,20,-0.037,3,1.386,0.784
winner lost Success Rate (SRDiff_winner < 0),323222348,2012,2012-11-17,Louisiana Tech,Utah State,41,48,-0.0611,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),323222390,2012,2012-11-17,Miami (FL),South Florida,40,9,-0.0163,31,3.466,0.95
winner lost Success Rate (SRDiff_winner < 0),323222433,2012,2012-11-17,ULM,North Texas,42,16,-0.0231,26,3.296,0.895
winner lost Success Rate (SRDiff_winner < 0),323222653,2012,2012-11-17,Troy,Arkansas State,34,41,-0.0804,7,2.079,0.75
winner lost Success Rate (SRDiff_winner < 0),323222711,2012,2012-11-17,Western Michigan,Eastern Michigan,23,29,-0.0563,6,1.946,0.75
winner lost Success Rate (SRDiff_winner < 0),323220023,2012,2012-11-18,San Jose State,BYU,20,14,-0.0666,6,1.946,0.75
winner lost Success Rate (SRDiff_winner < 0),323220142,2012,2012-11-18,Missouri,Syracuse,27,31,-0.0824,4,1.609,0.75
winner lost Success Rate (SRDiff_winner < 0),323220277,2012,2012-11-18,West Virginia,Oklahoma,49,50,-0.0263,1,0.693,0.869
