team,season_year,as_of,raw_hfa,adjusted_hfa,prior_hfa,fbs_baseline,fcs_prior_used,effective_n,lambda,games_used,weighted_actual_wins,weighted_expected_wins,oldest_game_used,newest_game_used,elo_hfa_points,elo_points_at_bound,raw_elo_hfa_points,raw_points_at_bound
Georgia Southern,2020,2020-09-04,1.269029,1.188605,1.130488,1.130488,False,21.67862,0.419489,27,15.150096,11.938335,2014-09-25,2019-11-30,91.902857,False,133.770793,False
Georgia State,2020,2020-09-04,0.830364,0.992286,1.130488,1.130488,False,25.605344,0.460484,33,8.431053,10.153438,2013-10-12,2019-11-23,-2.598073,False,-58.918371,False
Middle Tennessee,2020,2020-09-04,1.198934,1.173925,1.130488,1.130488,False,52.105042,0.634614,98,33.683072,28.094182,1999-11-13,2019-11-23,77.787626,False,89.459161,False
South Alabama,2020,2020-09-04,1.163751,1.14728,1.130488,1.130488,False,30.582295,0.504806,41,13.146137,11.296345,2012-09-01,2019-11-29,48.20194,False,53.498493,False
Southern Miss,2020,2020-09-04,1.046893,1.073896,1.130488,1.130488,False,62.872735,0.676977,178,38.579471,36.851382,1980-09-20,2019-11-23,39.668017,False,24.98763,False
Michigan,2020,2020-09-04,1.187419,1.173058,1.130488,1.130488,False,88.931483,0.747754,263,70.870201,59.684237,1980-09-13,2019-11-30,125.033857,False,137.032203,False
Michigan State,2020,2020-09-04,1.084825,1.096728,1.130488,1.130488,False,85.092458,0.73934,250,56.178398,51.785655,1980-09-27,2019-11-30,56.857042,False,49.651906,False
Ohio State,2020,2020-09-04,1.169355,1.159664,1.130488,1.130488,False,90.319857,0.750665,269,80.807978,69.104728,1980-09-13,2019-11-23,178.271272,False,193.212939,False
Indiana,2020,2020-09-04,1.084873,1.097821,1.130488,1.130488,False,75.686336,0.716141,230,33.507386,30.886009,1980-09-13,2019-11-23,36.316222,False,31.550499,False
Purdue,2020,2020-09-04,1.130171,1.130257,1.130488,1.130488,False,81.08075,0.729926,240,37.66699,33.328571,1980-09-20,2019-11-30,47.987711,False,47.956508,False
Illinois,2020,2020-09-04,1.040497,1.065334,1.130488,1.130488,False,78.695865,0.724001,236,33.507415,32.203277,1980-09-06,2019-11-30,25.025738,False,15.553975,False
Northwestern,2020,2020-09-04,1.036067,1.062079,1.130488,1.130488,False,78.896427,0.724509,229,39.163708,37.800344,1980-10-04,2019-11-23,27.065108,False,15.726499,False
Wisconsin,2020,2020-09-04,1.134236,1.133244,1.130488,1.130488,False,83.302314,0.735222,250,66.269736,58.426757,1980-09-13,2019-11-23,112.284356,False,113.2337,False
Minnesota,2020,2020-09-04,1.227657,1.201144,1.130488,1.130488,False,79.948967,0.727146,235,46.370194,37.771279,1980-09-13,2019-11-30,84.540219,False,95.806334,False
Iowa,2020,2020-09-04,1.20002,1.181108,1.130488,1.130488,False,80.300004,0.728015,237,55.540816,46.283254,1980-09-27,2019-11-23,100.560141,False,111.820633,False
Notre Dame,2020,2020-09-04,1.182201,1.168675,1.130488,1.130488,False,84.695812,0.738439,255,63.689645,53.873792,1980-09-06,2019-11-23,106.240635,False,115.672492,False
Toledo,2020,2020-09-04,1.212535,1.187737,1.130488,1.130488,False,69.260729,0.697766,205,51.224264,42.245609,1980-09-27,2019-11-14,110.277316,False,126.428855,False
Ball State,2020,2020-09-04,0.991173,1.037364,1.130488,1.130488,False,60.481328,0.66844,178,27.881995,28.130307,1980-09-20,2019-11-29,14.895847,False,-3.528171,False
Western Michigan,2020,2020-09-04,1.067175,1.087811,1.130488,1.130488,False,62.043992,0.674069,192,38.640901,36.208576,1980-09-06,2019-11-06,46.518169,False,35.399361,False
Bowling Green,2020,2020-09-04,0.941293,1.002111,1.130488,1.130488,False,63.324412,0.678541,186,31.882048,33.870484,1980-09-13,2019-11-20,1.015255,False,-28.148508,False
Central Michigan,2020,2020-09-04,1.064908,1.086393,1.130488,1.130488,False,61.568289,0.672376,188,33.587366,31.540164,1980-09-06,2019-11-29,39.679455,False,29.758683,False
Eastern Michigan,2020,2020-09-04,0.943643,1.005212,1.130488,1.130488,False,61.042518,0.670484,181,20.946817,22.197815,1980-10-18,2019-11-29,1.713689,False,-18.757518,False
Northern Illinois,2020,2020-09-04,1.140716,1.137268,1.130488,1.130488,False,58.981753,0.662852,169,40.443903,35.45483,1980-09-13,2019-11-27,79.972288,False,82.095375,False
Penn State,2020,2020-09-04,1.186375,1.172044,1.130488,1.130488,False,86.995795,0.743581,258,68.776231,57.971748,1980-09-27,2019-11-30,125.702595,False,137.769149,False
Pittsburgh,2020,2020-09-04,1.113456,1.118266,1.130488,1.130488,False,76.235534,0.717609,237,44.142949,39.644993,1980-09-13,2019-11-30,53.134272,False,50.94301,False
West Virginia,2020,2020-09-04,1.15234,1.14608,1.130488,1.130488,False,74.721627,0.713526,230,50.48944,43.814721,1980-09-06,2019-11-23,80.305187,False,83.924844,False
Maryland,2020,2020-09-04,1.061531,1.08197,1.130488,1.130488,False,71.210961,0.703589,214,32.278827,30.407808,1980-09-13,2019-11-23,30.527494,False,22.948241,False
Virginia,2020,2020-09-04,1.229144,1.201328,1.130488,1.130488,False,76.40161,0.718049,221,45.569474,37.074145,1980-09-13,2019-11-29,86.224813,False,98.305923,False
Virginia Tech,2020,2020-09-04,1.10791,1.114483,1.130488,1.130488,False,73.055103,0.708894,216,51.753511,46.712722,1980-10-18,2019-11-23,72.625868,False,68.230655,False
NC State,2020,2020-09-04,1.134632,1.133438,1.130488,1.130488,False,74.123356,0.71188,219,43.279196,38.143834,1980-09-27,2019-12-01,61.494407,False,62.052609,False
Wake Forest,2020,2020-09-04,1.079153,1.094366,1.130488,1.130488,False,71.228862,0.703642,199,31.762066,29.432416,1980-09-06,2019-11-24,34.305855,False,28.811672,False
Duke,2020,2020-09-04,0.936383,0.994314,1.130488,1.130488,False,70.518014,0.701546,209,25.673507,27.417746,1980-09-06,2019-11-30,-2.006802,False,-22.647776,False
North Carolina,2020,2020-09-04,1.104259,1.11206,1.130488,1.130488,False,70.869205,0.702585,222,37.721939,34.160403,1980-09-27,2019-11-02,47.390892,False,44.087517,False
Marshall,2020,2020-09-04,1.215338,1.18659,1.130488,1.130488,False,58.545804,0.661192,118,41.665452,34.283018,1980-09-13,2019-11-30,102.271584,False,119.353836,False
East Carolina,2020,2020-09-04,1.122108,1.124686,1.130488,1.130488,False,67.529159,0.6924,186,36.585768,32.604502,1980-09-13,2019-11-30,52.36372,False,51.27522,False
Coastal Carolina,2020,2020-09-04,0.770407,1.020465,1.130488,1.130488,False,13.199656,0.30555,15,4.400918,5.71246,2017-09-02,2019-11-30,7.8164,False,-91.657865,False
Appalachian State,2020,2020-09-04,1.109176,1.120791,1.130488,1.130488,False,25.047215,0.455013,32,21.082344,19.007217,1981-11-07,2019-12-07,111.222622,False,98.646738,False
Charlotte,2020,2020-09-04,1.030213,1.089695,1.130488,1.130488,False,20.574044,0.40681,25,7.215048,7.00345,2015-09-26,2019-11-23,26.560576,False,9.051752,False
Rutgers,2020,2020-09-04,1.05803,1.078664,1.130488,1.130488,False,75.346443,0.715225,210,31.135886,29.428166,1980-09-20,2019-11-23,29.482486,False,21.793004,False
Syracuse,2020,2020-09-04,1.150883,1.144948,1.130488,1.130488,False,73.092259,0.708999,229,37.810463,32.853439,1980-09-20,2019-11-30,61.281905,False,63.782151,False
Boston College,2020,2020-09-04,1.086765,1.099496,1.130488,1.130488,False,73.031054,0.708826,218,39.27366,36.138135,1980-09-20,2019-11-09,44.086031,False,38.420407,False
Temple,2020,2020-09-04,1.143673,1.139606,1.130488,1.130488,False,67.259308,0.691546,186,34.170183,29.877574,1980-09-13,2019-11-30,57.606935,False,59.284524,False
Army,2020,2020-09-04,1.056781,1.081754,1.130488,1.130488,False,58.542758,0.661181,179,25.88199,24.491353,1980-09-20,2019-11-09,31.410127,False,21.862839,False
Navy,2020,2020-09-04,1.267402,1.222927,1.130488,1.130488,False,62.352878,0.675159,175,39.899678,31.481468,1980-09-20,2019-11-23,97.819178,False,118.344839,False
Buffalo,2020,2020-09-04,1.112528,1.118988,1.130488,1.130488,False,53.406982,0.640318,104,24.004959,21.576956,1999-09-11,2019-11-29,41.762168,False,39.52118,False
Akron,2020,2020-09-04,1.007706,1.048482,1.130488,1.130488,False,60.334111,0.6679,146,24.023523,23.839817,1987-09-12,2019-11-26,17.97759,False,2.87294,False
Kent State,2020,2020-09-04,0.951882,1.012004,1.130488,1.130488,False,59.12224,0.663384,182,20.102864,21.119074,1980-10-04,2019-11-23,3.850328,False,-15.625669,False
Ohio,2020,2020-09-04,1.09268,1.104843,1.130488,1.130488,False,63.251867,0.678291,184,37.336511,34.169679,1980-09-20,2019-11-12,50.241445,False,44.315237,False
Miami (OH),2020,2020-09-04,1.075968,1.093152,1.130488,1.130488,False,65.182363,0.684816,194,33.937262,31.541142,1980-09-13,2019-11-21,41.291195,False,33.669598,False
Liberty,2020,2020-09-04,1.516778,1.205728,1.130488,1.130488,False,7.256759,0.194777,8,5.45112,3.59388,2018-09-01,2019-11-30,89.240329,False,241.073791,False
Western Kentucky,2020,2020-09-04,0.990986,1.05085,1.130488,1.130488,False,39.909598,0.570874,60,22.579918,22.785312,2008-10-11,2019-11-30,26.967282,False,-4.731986,False
Troy,2020,2020-09-04,1.068338,1.092757,1.130488,1.130488,False,46.354473,0.607096,80,30.616962,28.658497,2001-12-01,2019-11-29,52.486475,False,38.306613,False
Alabama,2020,2020-09-04,1.078824,1.092578,1.130488,1.130488,False,82.68521,0.733772,254,68.749881,63.726681,1980-09-06,2019-11-09,100.50103,False,83.862375,False
Auburn,2020,2020-09-04,1.203102,1.183878,1.130488,1.130488,False,83.314137,0.735249,254,62.543794,51.985432,1980-09-20,2019-11-30,119.55373,False,133.412148,False
Georgia,2020,2020-09-04,1.131947,1.131535,1.130488,1.130488,False,76.288248,0.717749,242,59.791323,52.821665,1980-09-13,2019-11-23,99.320104,False,99.666676,False
Georgia Tech,2020,2020-09-04,1.168576,1.157443,1.130488,1.130488,False,72.641443,0.70772,217,43.390459,37.131064,1980-09-20,2019-11-30,70.590496,False,75.701415,False
Florida,2020,2020-09-04,1.150198,1.144698,1.130488,1.130488,False,77.503726,0.72094,243,61.403342,53.385026,1980-09-13,2019-12-01,110.054939,False,114.790363,False
Florida State,2020,2020-09-04,1.099532,1.108188,1.130488,1.130488,False,77.280815,0.72036,233,59.014789,53.672664,1980-09-13,2019-11-02,83.793545,False,76.580487,False
Miami (FL),2020,2020-09-04,1.189929,1.172704,1.130488,1.130488,False,73.524195,0.710213,224,54.252512,45.593073,1980-09-27,2019-11-09,105.709786,False,117.223764,False
South Carolina,2020,2020-09-04,1.202417,1.182537,1.130488,1.130488,False,78.546317,0.72362,235,48.459625,40.301839,1980-10-04,2019-11-30,86.999987,False,96.798321,False
Clemson,2020,2020-09-04,1.185776,1.170169,1.130488,1.130488,False,76.271676,0.717705,223,62.954504,53.091389,1980-09-13,2019-11-16,142.798019,False,158.540481,False
Tennessee,2020,2020-09-04,1.134322,1.133329,1.130488,1.130488,False,85.856073,0.741058,264,56.622138,49.917182,1980-09-06,2019-11-30,78.623133,False,79.231724,False
Vanderbilt,2020,2020-09-04,1.045967,1.069957,1.130488,1.130488,False,75.6937,0.716161,226,28.422365,27.173301,1980-09-20,2019-11-16,23.382473,False,15.429804,False
Kentucky,2020,2020-09-04,1.236254,1.207604,1.130488,1.130488,False,80.751271,0.729123,243,41.907607,33.898874,1980-09-06,2019-11-30,76.76903,False,87.289115,False
LSU,2020,2020-09-04,1.1786,1.16587,1.130488,1.130488,False,83.386911,0.735419,256,66.108884,56.091045,1980-09-06,2019-12-01,128.897638,False,140.300683,False
Mississippi State,2020,2020-09-04,1.133646,1.13274,1.130488,1.130488,False,74.530518,0.713002,218,42.656084,37.627346,1980-09-13,2019-11-29,63.17887,False,63.615689,False
Ole Miss,2020,2020-09-04,1.079641,1.093849,1.130488,1.130488,False,77.36518,0.72058,230,42.219035,39.104699,1980-09-06,2019-11-17,44.079911,False,37.372368,False
UCF,2020,2020-09-04,1.16805,1.15563,1.130488,1.130488,False,60.732801,0.669359,118,42.432614,36.327743,1996-10-19,2019-11-30,93.424721,False,101.38138,False
South Florida,2020,2020-09-04,1.040183,1.072179,1.130488,1.130488,False,54.671609,0.64569,97,27.650252,26.582102,2001-09-29,2019-11-23,31.318881,False,17.437401,False
UAB,2020,2020-09-04,1.159717,1.148355,1.130488,1.130488,False,47.175673,0.611276,101,27.421422,23.644922,1996-09-14,2019-11-23,68.598553,False,73.912574,False
Massachusetts,2020,2020-09-04,0.768043,0.945573,1.130488,1.130488,False,31.248045,0.510188,42,7.755484,10.097727,2012-09-08,2019-11-23,-16.159292,False,-72.466331,False
Washington,2021,2021-08-28,1.173403,1.160848,1.128266,1.128266,False,77.858333,0.721857,246,52.495692,44.737995,1980-09-13,2020-12-05,91.5868,False,99.12249,False
Washington State,2021,2021-08-28,1.09393,1.104439,1.128266,1.128266,False,68.015682,0.693927,211,36.026962,32.933524,1980-09-13,2020-11-15,48.801152,False,43.867147,False
Oregon,2021,2021-08-28,1.212229,1.187943,1.128266,1.128266,False,73.717698,0.710753,224,58.594504,48.336159,1980-09-06,2020-11-21,130.21876,False,149.89107,False
Oregon State,2021,2021-08-28,1.085023,1.098024,1.128266,1.128266,False,69.789035,0.699366,210,30.59462,28.197197,1980-10-11,2020-12-20,37.510309,False,32.578568,False
California,2021,2021-08-28,1.184643,1.167903,1.128266,1.128266,False,71.035547,0.703075,225,37.807686,31.914849,1980-09-27,2020-12-06,65.744884,False,72.302077,False
Stanford,2021,2021-08-28,1.199384,1.179129,1.128266,1.128266,False,75.333117,0.715189,237,49.160369,40.988007,1980-09-13,2020-11-14,92.027668,False,102.915696,False
USC,2021,2021-08-28,1.199399,1.179878,1.128266,1.128266,False,79.315816,0.725566,245,61.602392,51.361036,1980-09-20,2020-12-19,117.655284,False,132.24661,False
UCLA,2021,2021-08-28,1.206847,1.185154,1.128266,1.128266,False,78.674104,0.723945,238,49.383124,40.919133,1980-09-13,2020-12-20,84.31966,False,94.515827,False
San Jose State,2021,2021-08-28,1.19314,1.170824,1.128266,1.128266,False,57.211234,0.656008,153,26.339234,22.075562,1980-10-11,2020-12-12,57.938342,False,65.396922,False
Fresno State,2021,2021-08-28,1.116348,1.120187,1.128266,1.128266,False,63.131014,0.677873,182,40.143949,35.960069,1980-09-20,2020-10-30,65.582,False,63.430412,False
San Diego State,2021,2021-08-28,1.145769,1.140489,1.128266,1.128266,False,69.451615,0.698346,212,43.216783,37.718577,1980-09-27,2020-12-06,69.124909,False,71.807425,False
Hawai'i,2021,2021-08-28,1.167285,1.156681,1.128266,1.128266,False,80.395135,0.728249,261,44.191397,37.858286,1980-10-04,2020-12-13,67.069366,False,71.622779,False
Nevada,2021,2021-08-28,1.223663,1.192463,1.128266,1.128266,False,61.728217,0.672947,145,39.412978,32.209008,1992-10-24,2020-12-06,91.990092,False,107.509257,False
UNLV,2021,2021-08-28,1.017282,1.052122,1.128266,1.128266,False,65.566121,0.686081,190,22.591538,22.207746,1980-09-13,2020-11-27,16.249027,False,5.422229,False
Arizona,2021,2021-08-28,1.128407,1.128366,1.128266,1.128266,False,73.915574,0.711304,240,39.010357,34.571169,1980-09-20,2020-12-12,54.27345,False,54.290725,False
Arizona State,2021,2021-08-28,1.23857,1.206885,1.128266,1.128266,False,74.439502,0.712752,245,49.589001,40.037306,1980-09-13,2020-12-06,99.32161,False,115.38065,False
BYU,2021,2021-08-28,1.135398,1.133315,1.128266,1.128266,False,72.722141,0.70795,234,53.237485,46.888813,1980-09-13,2020-12-13,86.628634,False,88.084604,False
Utah,2021,2021-08-28,1.139448,1.136116,1.128266,1.128266,False,70.680178,0.702027,215,49.619828,43.54726,1980-09-20,2020-12-19,80.147618,False,82.226626,False
Utah State,2021,2021-08-28,1.169857,1.156062,1.128266,1.128266,False,60.451569,0.668331,165,32.956431,28.17134,1980-10-04,2020-12-04,67.58056,False,73.590645,False
Boise State,2021,2021-08-28,1.155192,1.146629,1.128266,1.128266,False,64.329133,0.681965,134,56.622923,49.016028,1996-08-31,2020-11-13,154.551228,False,166.424675,False
Colorado,2021,2021-08-28,1.136119,1.133802,1.128266,1.128266,False,71.690945,0.704988,236,37.33347,32.86052,1980-09-27,2020-12-12,57.09542,False,58.080286,False
Colorado State,2021,2021-08-28,1.136946,1.134135,1.128266,1.128266,False,62.619317,0.676093,199,33.719344,29.657817,1980-09-06,2020-11-06,58.965502,False,60.2018,False
Wyoming,2021,2021-08-28,1.274398,1.228682,1.128266,1.128266,False,65.894849,0.687157,208,36.90799,28.961108,1980-09-13,2020-12-12,88.224961,False,105.956027,False
Air Force,2021,2021-08-28,1.181429,1.165075,1.128266,1.128266,False,67.523093,0.692381,218,45.081775,38.158685,1980-09-20,2020-11-21,86.7982,False,95.836644,False
New Mexico,2021,2021-08-28,1.020053,1.052605,1.128266,1.128266,False,69.728797,0.699184,215,27.474128,26.934007,1980-09-06,2020-12-13,18.851786,False,7.220478,False
New Mexico State,2021,2021-08-28,0.964801,1.0212,1.128266,1.128266,False,56.951788,0.654981,162,16.782083,17.394341,1980-09-13,2019-11-23,6.480717,False,-10.906459,False
UTEP,2021,2021-08-28,1.075434,1.092271,1.128266,1.128266,False,64.133342,0.681303,202,23.365899,21.726943,1980-09-20,2020-12-11,30.110372,False,24.689698,False
Kansas,2021,2021-08-28,1.104958,1.111762,1.128266,1.128266,False,72.774867,0.7081,230,25.655061,23.218125,1980-09-13,2020-11-29,38.953585,False,36.635244,False
Kansas State,2021,2021-08-28,1.24989,1.215407,1.128266,1.128266,False,75.814418,0.716485,223,51.519221,41.219015,1980-09-27,2020-12-05,111.962937,False,130.924425,False
Nebraska,2021,2021-08-28,1.144453,1.140188,1.128266,1.128266,False,83.874586,0.736552,266,59.801289,52.253186,1980-09-13,2020-12-12,90.228991,False,93.141283,False
Iowa State,2021,2021-08-28,1.233177,1.203035,1.128266,1.128266,False,74.417535,0.712692,227,36.082338,29.25966,1980-09-13,2020-12-05,73.335169,False,84.057416,False
Oklahoma State,2021,2021-08-28,1.182588,1.166859,1.128266,1.128266,False,73.605636,0.71044,220,49.112362,41.529548,1980-10-04,2020-11-28,89.137475,False,97.994555,False
Tulsa,2021,2021-08-28,1.13511,1.133012,1.128266,1.128266,False,67.876859,0.693492,188,37.039872,32.631075,1980-09-13,2020-11-20,57.34907,False,58.259423,False
Texas,2021,2021-08-28,1.126331,1.126857,1.128266,1.128266,False,80.411028,0.728288,250,57.275756,50.8516,1980-09-01,2020-11-27,78.413783,False,78.070752,False
Texas A&M,2021,2021-08-28,1.169308,1.157837,1.128266,1.128266,False,77.341485,0.720518,238,53.495599,45.749811,1980-09-20,2020-11-29,91.292233,False,98.337611,False
Baylor,2021,2021-08-28,1.17089,1.157944,1.128266,1.128266,False,68.772592,0.696272,211,38.124469,32.560248,1980-10-04,2020-12-12,71.597379,False,77.512828,False
TCU,2021,2021-08-28,1.025637,1.056239,1.128266,1.128266,False,70.61055,0.701821,219,47.175941,45.996731,1980-09-13,2020-12-13,38.66169,False,17.401355,False
Texas Tech,2021,2021-08-28,1.095003,1.105056,1.128266,1.128266,False,69.255057,0.697748,221,39.707163,36.262165,1980-09-06,2020-12-05,50.594632,False,45.720297,False
Houston,2021,2021-08-28,1.162082,1.151945,1.128266,1.128266,False,70.081072,0.700243,215,42.915427,36.929772,1980-09-20,2020-11-14,73.202355,False,78.227401,False
Rice,2021,2021-08-28,1.068004,1.086743,1.128266,1.128266,False,66.474413,0.689037,208,29.822604,27.923677,1980-09-27,2020-12-12,34.263441,False,26.897577,False
SMU,2021,2021-08-28,1.20789,1.183933,1.128266,1.128266,False,69.70802,0.699121,206,34.324739,28.417108,1980-09-13,2020-10-31,69.016672,False,77.9036,False
North Texas,2021,2021-08-28,1.065499,1.08701,1.128266,1.128266,False,57.538444,0.657293,127,28.222483,26.487566,1980-10-04,2020-12-03,33.920262,False,25.5587,False
UTSA,2021,2021-08-28,1.011039,1.066408,1.128266,1.128266,False,33.515531,0.527675,46,14.808935,14.647243,2012-10-20,2020-11-28,24.923028,False,4.157898,False
Texas State,2021,2021-08-28,0.789261,0.949128,1.128266,1.128266,False,33.616133,0.528422,46,8.93428,11.319802,2012-09-08,2020-11-28,-16.387773,False,-70.879174,False
Louisiana Tech,2021,2021-08-28,1.144589,1.138841,1.128266,1.128266,False,55.184592,0.647824,138,36.2503,31.671007,1981-09-19,2020-10-31,74.680947,False,77.903203,False
